address,candidate_labels,Unnamed: 0,Index,Address,FLAG,Avg min between sent tnx,Avg min between received tnx,Time Diff between first and last (Mins),Sent tnx,Received Tnx,Number of Created Contracts,Unique Received From Addresses,Unique Sent To Addresses,min value received,max value received ,avg val received,min val sent,max val sent,avg val sent,min value sent to contract,max val sent to contract,avg value sent to contract,total transactions (including tnx to create contract,total Ether sent,total ether received,total ether sent contracts,total ether balance, Total ERC20 tnxs, ERC20 total Ether received, ERC20 total ether sent, ERC20 total Ether sent contract, ERC20 uniq sent addr, ERC20 uniq rec addr, ERC20 uniq sent addr.1, ERC20 uniq rec contract addr, ERC20 avg time between sent tnx, ERC20 avg time between rec tnx, ERC20 avg time between rec 2 tnx, ERC20 avg time between contract tnx, ERC20 min val rec, ERC20 max val rec, ERC20 avg val rec, ERC20 min val sent, ERC20 max val sent, ERC20 avg val sent, ERC20 min val sent contract, ERC20 max val sent contract, ERC20 avg val sent contract, ERC20 uniq sent token name, ERC20 uniq rec token name, ERC20 most sent token type, ERC20_most_rec_token_type,cluster_id
0x017f86b90a46d8fd999eaefda1339355b98da12f,unknown,7680,19,0x017f86b90a46d8fd999eaefda1339355b98da12f,1,0.0,0.0,26040.53,1,1,0,1,1,0.5,0.5,0.5,0.4991390000000001,0.4991390000000001,0.4991390000000001,0.0,0.0,0.0,2,0.4991390000000001,0.5,0.0,0.0008609999999999,1.0,13.37,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,13.37,13.37,13.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0, ,Blockwell say NOTSAFU,1
0x018f2f4b3c9e38607aa7ab4dea23e9d663e3e050,unknown,7681,20,0x018f2f4b3c9e38607aa7ab4dea23e9d663e3e050,1,0.0,24.43,370.03,1,2,0,2,1,0.9,2.6,1.75,3.499139,3.499139,3.499139,0.0,0.0,0.0,3,3.499139,3.5,0.0,0.0008609999999999,1.0,1.337,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.337,1.337,1.337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0, ,Blockwell say NOTSAFU,1
0x024c344da7208e60356378a252dab771c34be111,unknown,7682,21,0x024c344da7208e60356378a252dab771c34be111,1,0.0,269.49,16083.67,1,21,0,21,1,0.0003,3.987536,0.815339,17.121073000000006,17.121073000000006,17.121073000000006,0.0,0.0,0.0,22,17.12107329,17.12212329,0.0,0.00105,1.0,1.337,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.337,1.337,1.337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0, ,Blockwell say NOTSAFU,1
0x02673ebfbfaed5891f6b14248b0e2753a8758fbf,unknown,7683,22,0x02673ebfbfaed5891f6b14248b0e2753a8758fbf,1,0.0,0.0,1648.68,1,1,0,1,1,0.1,0.1,0.1,0.09845,0.09845,0.09845,0.0,0.0,0.0,2,0.09845,0.1,0.0,0.00155,,,,,,,,,,,,,,,,,,,,,,,,,,1
0x02d0b53ec925f5c5907eb3dd85bededaa4362564,unknown,7684,23,0x02d0b53ec925f5c5907eb3dd85bededaa4362564,1,1226.72,1037.84,31512.92,2,28,0,25,2,0.001,1.0,0.373209,1.85895,8.588816,5.223883,0.0,0.0,0.0,30,10.44776569,10.44986569,0.0,0.0021,3.0,13.37,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,13.37,4.456667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0, ,Blockwell say NOTSAFU,1
0x02d1347abe00beaa073058b1414722cdcc31abb3,unknown,7685,24,0x02d1347abe00beaa073058b1414722cdcc31abb3,1,0.0,8.97,4388.13,1,2,0,2,1,0.5,1.587594,1.043797,2.086733,2.086733,2.086733,0.0,0.0,0.0,3,2.0867329,2.0875939,0.0,0.0008609999999999,1.0,13.37,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,13.37,13.37,13.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0, ,Blockwell say NOTSAFU,1
0x02f4a464eebb46a50dd087074d7a2cf3f5a3598b,unknown,7686,25,0x02f4a464eebb46a50dd087074d7a2cf3f5a3598b,1,0.0,39557.38,197786.92,0,5,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0
0x02fd82cba3bae39484d5eb7f75b5f3d5f418c691,"phishing,wash",7687,26,0x02fd82cba3bae39484d5eb7f75b5f3d5f418c691,1,0.0,3637.35,527415.48,0,145,1,87,0,0.0,8.6,0.496212,0.0,0.0,0.0,0.0,0.0,0.0,146,0.0,71.95072335,0.0,71.95072335,,,,,,,,,,,,,,,,,,,,,,,,,,-1
0x0310c4385311d225cbcaca26fefc9ab45d3eba3e,unknown,7688,27,0x0310c4385311d225cbcaca26fefc9ab45d3eba3e,1,3871.61,159.54,8860.02,2,7,0,7,2,0.059521,0.59,0.287483,0.4801470000000001,1.528516,1.004331,0.0,0.0,0.0,9,2.008662961,2.012379961,0.0,0.003717,,,,,,,,,,,,,,,,,,,,,,,,,,1
0x0387cfc283ffcf25a4a6a61e832545bbeb7c8fda,unknown,7689,28,0x0387cfc283ffcf25a4a6a61e832545bbeb7c8fda,1,1566.74,412.68,7092.3,4,2,0,2,4,0.379,3.4,1.8895,0.1,2.048576,0.943994,0.0,0.0,0.0,6,3.775976,3.779,0.0,0.003024,,,,,,,,,,,,,,,,,,,,,,,,,,1
0x03b70dc31abf9cf6c1cf80bfeeb322e8d3dbb4ca,unknown,7690,29,0x03b70dc31abf9cf6c1cf80bfeeb322e8d3dbb4ca,1,3545.11,8300.42,341014.55,40,24,0,21,28,0.002652,2.392606,0.450844,0.0,1.908508,0.270272,0.0,0.0,0.0,64,10.81088587,10.82025598,0.0,0.009370107,3.0,37492.16326,37492.16326,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,16278.05937,21214.1039,18746.08163,37492.16326,37492.16326,37492.16326,0.0,0.0,0.0,1.0,1.0,Fortecoin,Fortecoin,-1
0x03e115d99f005f9df8accec3f3d07f54b593ee96,unknown,7691,30,0x03e115d99f005f9df8accec3f3d07f54b593ee96,1,0.0,0.0,410.85,1,1,0,1,1,4.0,4.0,4.0,3.994951,3.994951,3.994951,0.0,0.0,0.0,2,3.994951,4.0,0.0,0.005049,1.0,1.337,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.337,1.337,1.337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0, ,Blockwell say NOTSAFU,1
0x03f034fb47965123ea4148e3147e2cfdc5b1f7a5,unknown,7692,31,0x03f034fb47965123ea4148e3147e2cfdc5b1f7a5,1,9999.38,8870.62,506263.28,32,21,0,14,32,0.1,7.0,1.02597,0.00015,6.99,0.671358,0.0,0.0,0.0,53,21.48345,21.54536359,0.0,0.061913592,5.0,1477.37,0.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1000.0,295.474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0, ,ROOMDAO COIN (RDC),-1
0x0400f72bca103add12c6793d6194d041983e150a,unknown,7693,32,0x0400f72bca103add12c6793d6194d041983e150a,1,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1
0x043375ebc36fff7a4fcef1359f3c89afddf56e08,unknown,7694,33,0x043375ebc36fff7a4fcef1359f3c89afddf56e08,1,5714.26,1151.26,91554.32,13,15,0,12,6,0.0,9.995,1.81406,0.0,8.999139,2.142332,0.0,0.0,0.0,28,27.8503163,27.21089717,0.0,-0.639419125,3.0,2300.865464,2299.528464,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.337,2299.528464,1150.432732,2299.528464,2299.528464,2299.528464,0.0,0.0,0.0,1.0,2.0,Vezt,Blockwell say NOTSAFU,1
0x046e3a705d9bcd0e53d2b45161b48e39f4bc4090,unknown,7695,34,0x046e3a705d9bcd0e53d2b45161b48e39f4bc4090,1,140.5,0.0,281.0,2,1,0,1,2,5.0,5.0,5.0,2.496937,2.5,2.498469,0.0,0.0,0.0,3,4.99693738,5.0,0.0,0.00306262,1.0,13.37,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,13.37,13.37,13.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0, ,Blockwell say NOTSAFU,1
0x04727c2bb15f2b83e7d3ce88b008aa68dccea0c4,unknown,7696,35,0x04727c2bb15f2b83e7d3ce88b008aa68dccea0c4,1,0.0,0.0,102.67,1,1,0,1,1,0.001,0.001,0.001,0.0001,0.0001,0.0001,0.0,0.0,0.0,2,0.0001,0.001,0.0,0.0009,,,,,,,,,,,,,,,,,,,,,,,,,,1
0x049b01966f721db6ec76097043e9d6eccaf719b6,unknown,7697,36,0x049b01966f721db6ec76097043e9d6eccaf719b6,1,13251.47,8664.0,280824.52,14,11,0,10,11,0.004591,2.0,0.366056,0.0,2.0,0.296909,0.0,0.0,0.0,25,4.156725713999999,4.0266169430000005,0.0,-0.1301087709999999,9.0,627560.1052,607301.96,0.0,2.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,600000.0,89651.4436,7301.96,600000.0,303650.98,0.0,0.0,0.0,2.0,7.0,Merculet,Merculet,-1
0x04a96f1b6f661793787b527f3114f33d7e413b4d,unknown,7698,37,0x04a96f1b6f661793787b527f3114f33d7e413b4d,1,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,13.37,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,13.37,13.37,13.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0, ,Blockwell say NOTSAFU,1
0x051005cdcecd916fb8b98643d923646acc7e07cd,unknown,7699,38,0x051005cdcecd916fb8b98643d923646acc7e07cd,1,481.15,945.99,29823.23,3,30,0,26,1,0.001111,6.366482,0.974037,1.0,14.218517000000002,9.739506,0.0,0.0,0.0,33,29.21851686,29.22109986,0.0,0.002583,1.0,1.337,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.337,1.337,1.337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0, ,Blockwell say NOTSAFU,1
0x052f585fa599bfb4bed290ff30c057627ccd8059,unknown,7700,39,0x052f585fa599bfb4bed290ff30c057627ccd8059,1,0.0,629.46,3704.55,1,2,0,2,1,0.004,0.12,0.062,0.1,0.1,0.1,0.0,0.0,0.0,3,0.1,0.124,0.0,0.024,,,,,,,,,,,,,,,,,,,,,,,,,,1
0x054aa7a66dcdf5fd76a3914fb5e02650c1afa65b,unknown,7701,40,0x054aa7a66dcdf5fd76a3914fb5e02650c1afa65b,1,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,13.37,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,13.37,13.37,13.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0, ,Blockwell say NOTSAFU,1
0x058e49378461c239dae065114cd9fa1c0dbc25c1,phishing,7702,41,0x058e49378461c239dae065114cd9fa1c0dbc25c1,1,935.49,288.71,23063.03,12,41,0,39,10,0.001,10.0,1.24261,0.0,48.1364,4.244608,0.0,0.0,0.0,53,50.93530057,50.94702061,0.0,0.01172004,1.0,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0, ,blockwell.ai KYC Casper Token,1
0x059615ea15f7f0e2a276103127bbace30223d294,unknown,7703,42,0x059615ea15f7f0e2a276103127bbace30223d294,1,0.0,5566.96,47810.23,1,5,0,5,1,0.461128,0.8,0.552226,2.759049,2.759049,2.759049,0.0,0.0,0.0,6,2.759049,2.761128,0.0,0.002079,1.0,1.337,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.337,1.337,1.337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0, ,Blockwell say NOTSAFU,1
0x0596e5e05fd430f7d83b38b23e250bfa98900d7f,unknown,7704,43,0x0596e5e05fd430f7d83b38b23e250bfa98900d7f,1,376.37,4554.35,19346.52,3,4,0,4,2,0.016771,0.7959999999999999,0.408193,0.04226,1.258789,0.543613,0.0,0.0,0.0,7,1.63083851,1.63277051,0.0,0.001932,1.0,0.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,1.0,0.0,blockwell.ai KYC Casper Token, ,1
0x05dd62c007cde143b402fa5da3937c40c70b4b14,"phishing,wash",7705,44,0x05dd62c007cde143b402fa5da3937c40c70b4b14,1,8921.53,538.88,126876.83,8,103,0,101,5,0.005,420.0,6.07761,0.0,250.0,78.248789,0.0,0.0,0.0,111,625.990313,625.9938806,0.0,0.003567522,6.0,12262.38466,12261.04766,0.0,1.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,10389.14506,3065.596166,1871.902601,10389.14506,6130.523832,0.0,0.0,0.0,2.0,4.0,XENON,XENON,-1
0x05e18136f048d648ee73dd5d269d590ff2873c33,unknown,7706,45,0x05e18136f048d648ee73dd5d269d590ff2873c33,1,0.0,442.24,7647.73,1,15,0,14,1,0.1,19.266296,2.7109400000000003,40.663235,40.663235,40.663235,0.0,0.0,0.0,16,40.66323508,40.66409608,0.0,0.0008609999999999,,,,,,,,,,,,,,,,,,,,,,,,,,1
0x05e3650bfc907cc1b3c774f0c053c8b990ce1a4b,unknown,7707,46,0x05e3650bfc907cc1b3c774f0c053c8b990ce1a4b,1,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1
0x05e5061133f752ea565f40f1e755d9604c313bc9,unknown,7708,47,0x05e5061133f752ea565f40f1e755d9604c313bc9,1,113084.05,0.0,226168.1,2,1,0,1,2,1.0,1.0,1.0,0.1,0.896682,0.498341,0.0,0.0,0.0,3,0.996682,1.0,0.0,0.003318,5.0,222.4467836,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,201.446784,44.489357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0, ,XENON,-1
0x05e85d73eaf6fef228294fdf867abba98552a99f,unknown,7709,48,0x05e85d73eaf6fef228294fdf867abba98552a99f,1,2007.34,87.19,6370.78,3,4,0,2,3,0.0070819999999999,1.64,0.4317760000000001,0.000556,1.6,0.566852,0.0,0.0,0.0,7,1.7005555,1.72710242,0.0,0.02654692,1.0,1.337,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.337,1.337,1.337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0, ,Blockwell say NOTSAFU,1
0x05f71263372ac109cd13faa86d13a0e5830fcedc,unknown,7710,49,0x05f71263372ac109cd13faa86d13a0e5830fcedc,1,0.0,0.0,0.0,0,1,0,1,0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.5,0.0,0.5,1.0,1.337,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.337,1.337,1.337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0, ,Blockwell say NOTSAFU,1
0x05fbf1e3f105df6a4553f3c7f2ed93070a4bab46,"phishing,wash",7711,50,0x05fbf1e3f105df6a4553f3c7f2ed93070a4bab46,1,76.43,341.23,24937.17,45,63,0,50,33,0.000315,49.9,1.499907,0.0,105.55,3.396667,0.0,0.0,0.0,108,152.85,94.49412852,0.0,-58.35587148,108.0,1095772.784,921362.1696,0.0,6.0,45.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,430066.2,15010.58608,0.0,454944.208,26324.63342,0.0,0.0,0.0,28.0,37.0,OmiseGO,OmiseGO,-1
0x06091b32533835265bfa6ef8b32b04747ba77bb2,unknown,7712,51,0x06091b32533835265bfa6ef8b32b04747ba77bb2,1,21.68,369.91,6005.32,4,16,0,16,2,0.001676,2.770609,1.071856,0.5,14.146760999999998,4.286585,0.0,0.0,0.0,20,17.14634108,17.14969723,0.0,0.00335615,1.0,1.337,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.337,1.337,1.337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0, ,Blockwell say NOTSAFU,1
0x0628b88c7a677773f7a22d408a8e694207701e72,unknown,7713,52,0x0628b88c7a677773f7a22d408a8e694207701e72,1,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1
0x0642e5db00442400868546d5f8e21581dfe4f072,unknown,7714,53,0x0642e5db00442400868546d5f8e21581dfe4f072,1,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1
0x0669398307efefb60030ff328a0cb6a3a840182c,unknown,7715,54,0x0669398307efefb60030ff328a0cb6a3a840182c,1,0.0,1201.83,50477.0,0,42,1,10,0,0.0,13.0,2.081817,0.0,0.0,0.0,0.0,0.0,0.0,43,0.0,87.4363053,0.0,87.4363053,2.0,21.9,0.0,21.9,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,21.9,21.9,21.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0, ,Celer Network,-1
