address,candidate_labels,cluster_id,tx_count,unique_senders,unique_receivers,interacts_with_contract,first_block,last_block,cluster_suggested_label,final_label,annotator,confidence,notes,alchemy_notes,auto_confidence,review_reason,final_label_before
0x046e3a705d9bcd0e53d2b45161b48e39f4bc4090,unknown,1,,,,,,,phishing,,,,,,,,
0x04727c2bb15f2b83e7d3ce88b008aa68dccea0c4,unknown,1,,,,,,,phishing,,,,,,,,
0x049b01966f721db6ec76097043e9d6eccaf719b6,unknown,-1,,,,,,,high_value_outlier,,,,,,,,
0x04a96f1b6f661793787b527f3114f33d7e413b4d,unknown,1,,,,,,,phishing,,,,,,,,
0x051005cdcecd916fb8b98643d923646acc7e07cd,unknown,1,,,,,,,phishing,,,,,,,,
0x052f585fa599bfb4bed290ff30c057627ccd8059,unknown,1,,,,,,,phishing,,,,,,,,
0x054aa7a66dcdf5fd76a3914fb5e02650c1afa65b,unknown,1,,,,,,,phishing,,,,,,,,
0x058e49378461c239dae065114cd9fa1c0dbc25c1,phishing,1,,,,,,,phishing,,,,,,,,
0x059615ea15f7f0e2a276103127bbace30223d294,unknown,1,,,,,,,phishing,,,,,,,,
0x0596e5e05fd430f7d83b38b23e250bfa98900d7f,unknown,1,,,,,,,phishing,,,,,,,,
0x05dd62c007cde143b402fa5da3937c40c70b4b14,"phishing,wash",-1,,,,,,,high_value_outlier,,,,,,,,
0x05e18136f048d648ee73dd5d269d590ff2873c33,unknown,1,,,,,,,phishing,,,,,,,,
0x05e3650bfc907cc1b3c774f0c053c8b990ce1a4b,unknown,1,,,,,,,phishing,,,,,,,,
0x05e5061133f752ea565f40f1e755d9604c313bc9,unknown,-1,,,,,,,high_value_outlier,,,,,,,,
0x05e85d73eaf6fef228294fdf867abba98552a99f,unknown,1,,,,,,,phishing,,,,,,,,
0x05f71263372ac109cd13faa86d13a0e5830fcedc,unknown,1,,,,,,,phishing,,,,,,,,
0x05fbf1e3f105df6a4553f3c7f2ed93070a4bab46,"phishing,wash",-1,,,,,,,high_value_outlier,,,,,,,,
0x06091b32533835265bfa6ef8b32b04747ba77bb2,unknown,1,,,,,,,phishing,,,,,,,,
0x0628b88c7a677773f7a22d408a8e694207701e72,unknown,1,,,,,,,phishing,,,,,,,,
0x0642e5db00442400868546d5f8e21581dfe4f072,unknown,1,,,,,,,phishing,,,,,,,,
0x0669398307efefb60030ff328a0cb6a3a840182c,unknown,-1,26,9,1,True,0x6fd30f,0x73413b,high_value_outlier,rug_pull,,,,"interacts_with_contract=True, tx_count=26 → rug_pull candidate",medium,auto-rule,
0x069757a3dfd227e39493890e83de11598bfc7f85,unknown,1,,,,,,,phishing,,,,,,,,
0x0697f9d4db21472b3461aa07be39b16cd5b56eca,unknown,1,,,,,,,phishing,,,,,,,,
0x069a6761e9897ced3f5d13f4aa9ad745e526c913,unknown,0,0,0,0,False,,,rug_pull,,,,,,,,
0x071cf579507dd0661845694f709e68cf7ea506a4,unknown,1,,,,,,,phishing,,,,,,,,
0x07315f6ddf3348c6d5f561ca6cb7451f103075aa,unknown,1,,,,,,,phishing,,,,,,,,
0x07425527076b4f73b5616716dda54fb14cf1219e,unknown,1,,,,,,,phishing,,,,,,,,
0x074f95064a579de2287b21b6ed33033c18cb80ef,unknown,1,,,,,,,phishing,,,,,,,,
0x0755e59d505c9b473aec50b476df3ea2045739aa,unknown,1,,,,,,,phishing,,,,,,,,
0x075dc757633700b257e090d62b62aac5997a99d4,unknown,1,,,,,,,phishing,,,,,,,,
0x077ab20cd24146ddcd6fe7b805ae007f29e4d842,unknown,1,,,,,,,phishing,,,,,,,,
0x078c2b3b09528fd7b80c9ee715f378d382f9139b,unknown,1,,,,,,,phishing,,,,,,,,
0x07920356975798037f26a934db461c7aafc8aa05,unknown,1,,,,,,,phishing,,,,,,,,
0x07a065bbc565002740caccb22b452fdd029ba988,unknown,2,,,,,,,ponzi,,,,,,,,
0x07bc847f898d370ae6991ee9cc3abd16797e5cff,phishing,1,,,,,,,phishing,,,,,,,,
0x07cfb04588154b06e3958b5d70408244102014d5,unknown,1,,,,,,,phishing,,,,,,,,
0x07f101dec7fbee347a0f81a1c4ca724c53d491a4,unknown,1,,,,,,,phishing,,,,,,,,
0x07faacbe52a8b5d3d22f49206bdd9d9c1f71991d,unknown,0,1,1,1,True,0x4e65c5,0x4e65c5,rug_pull,rug_pull,,,,"interacts_with_contract=True, tx_count=1 → rug_pull candidate",medium,auto-rule,
0x081a48fcfb87ddc415c31ddae1eb3ba5d5696cdb,unknown,1,,,,,,,phishing,,,,,,,,
0x08389b19ad52f0d983609ab785b3a43a0e90355f,unknown,1,,,,,,,phishing,,,,,,,,
0x085f9b53acbff0e4683463fef1a583d299bd4e25,unknown,1,,,,,,,phishing,,,,,,,,
0x08986f5cecd3cb8882e4a34a16961e3124377291,unknown,1,,,,,,,phishing,,,,,,,,
0x08a14bd2e2993809583fc20ce528f1c835ea29e0,unknown,1,,,,,,,phishing,,,,,,,,
0x08afea4ec3659a2e478f81fef2b784176a0b7d2f,unknown,1,,,,,,,phishing,,,,,,,,
0x092a334ea43c0512560f6acf301fa97805cab392,unknown,1,,,,,,,phishing,,,,,,,,
0x09430a9fb46a1a3b83980768c4cedf654d8eefa3,unknown,1,,,,,,,phishing,,,,,,,,
0x0967c50bfec4dba06e28e8fdbcfd15a23474fab4,unknown,1,,,,,,,phishing,,,,,,,,
0x096c13f383a32253e238bc148307753d14868235,unknown,1,,,,,,,phishing,,,,,,,,
0x096c39ab4fa36ca74a36fe1f4767ff487762f0aa,unknown,1,,,,,,,phishing,,,,,,,,
0x09909c850f0e3019a645e0530aa37798dba59eb1,unknown,1,,,,,,,phishing,,,,,,,,
0x09cc69f6b484cada8e152d2002adfca496d723f3,unknown,0,0,0,0,False,,,rug_pull,,,,,,,,
0x09f8b64a3992ab516fc34de1157d2b4a39d45301,unknown,1,,,,,,,phishing,,,,,,,,
0x09faf25e57abd0a401bb5a2341d7f926c389f8d1,unknown,1,,,,,,,phishing,,,,,,,,
0x0a0ba956038d4a66002d612648332b9c4ab7646c,unknown,1,,,,,,,phishing,,,,,,,,
0x0a0d6500a7365fbd500f06811abef4de95c7a9a5,unknown,1,,,,,,,phishing,,,,,,,,
0x0a104b095bc84815b27d93b232c6863759b79043,unknown,1,,,,,,,phishing,,,,,,,,
0x0a10c493bc6f7faecca5be1e82d7fd7fb3774049,unknown,1,,,,,,,phishing,,,,,,,,
0x0a4392f623faf54de72cbf6f567e1a7808251cd3,unknown,1,,,,,,,phishing,,,,,,,,
0x0a4a2413d7c604647c7788fd3564b3c54fe06763,unknown,2,,,,,,,ponzi,,,,,,,,
0x0a5723d1bc889d8f755eb36fcd60483cc8bcf203,unknown,-1,,,,,,,high_value_outlier,,,,,,,,
0x0a72dc6925181e2c0ff2c26a32fb6f3a7e6c9bdb,unknown,1,,,,,,,phishing,,,,,,,,
0x0a78fa6dab70385dd46fbdd20da5d868eb43f904,unknown,1,,,,,,,phishing,,,,,,,,
0x0a796062214cf4fc232dd8538a19035ac79a595c,unknown,-1,,,,,,,high_value_outlier,,,,,,,,
0x0a7dde263eb93f69acd1671a223c5c93faa73701,unknown,1,,,,,,,phishing,,,,,,,,
0x0a888f0f0b772e17a2adfd62d3f15cec72c8d42f,unknown,1,,,,,,,phishing,,,,,,,,
0x0a9f58ee19a7131ed031ea66a032c05c7efe965a,phishing,1,,,,,,,phishing,,,,,,,,
0x0ab4fc631d194bb135dc7a3f99580cf7df3eeae0,unknown,1,,,,,,,phishing,,,,,,,,
0x0ad24a61a0371d1dfe47c3b74169aaa5807efb31,unknown,1,,,,,,,phishing,,,,,,,,
0x0ae775637e63fa95855246fd82e96802d05883fc,"phishing,wash",-1,,,,,,,high_value_outlier,,,,,,,,
0x0af16719353eddc122eaf834638406c499197860,unknown,1,,,,,,,phishing,,,,,,,,
0x0b1f025593acd090a6c9b754e6e46acf88e89646,unknown,0,,,,,,,rug_pull,,,,,,,,
0x0b21fd643aaaf5af800af67e14ebf4886be20164,unknown,-1,,,,,,,high_value_outlier,,,,,,,,
0x0b2f68bfc1cd9c5886d1f8f41844e11aaa8a4223,unknown,1,,,,,,,phishing,,,,,,,,
0x0b591a58137f154f59aea1284166d6a7b49821fd,unknown,1,,,,,,,phishing,,,,,,,,
0x0b70f396d0626c9d8008d68c8d9c98e77ddb8262,unknown,1,,,,,,,phishing,,,,,,,,
0x0b7f284d74f549731499c44aed2a10adcc9e9cc0,phishing,1,,,,,,,phishing,,,,,,,,
0x0bb4251b8c5e8acb27d6809d77a10aa1cacc5144,unknown,1,,,,,,,phishing,,,,,,,,
0x0bdd81d2a676166f2a28691e8af64ebeeca67fae,unknown,0,,,,,,,rug_pull,,,,,,,,
0x0c2cb2d98f9f5ed558d9560d0e38e47187b2bfe1,unknown,1,,,,,,,phishing,,,,,,,,
0x0c4762bc7b1af1dc9448a827f53861c118b712de,unknown,1,,,,,,,phishing,,,,,,,,
0x0c6a415effaa3a2310c0db718090f4c5fd633982,unknown,1,,,,,,,phishing,,,,,,,,
0x0c8b0b3e963becf16cda410fe1eb4b5d64022c94,unknown,1,,,,,,,phishing,,,,,,,,
0x0c8b740e3377f2be7a108aeba6a2f660588c728d,unknown,2,,,,,,,ponzi,,,,,,,,
0x0c9d1b3ca852c67bbeabeeb51e9482a845d56868,unknown,2,,,,,,,ponzi,,,,,,,,
0x0cb5345c2c7f02569d07951cbf244c80306c2e99,unknown,1,,,,,,,phishing,,,,,,,,
0x0cbc569253e2419856e4a777cf406d35444d8e50,unknown,1,,,,,,,phishing,,,,,,,,
0x0cbff6c0365083f20c9de72084be7fb11278aa86,unknown,1,,,,,,,phishing,,,,,,,,
0x0cd4ea9b68ced287fc25923b071c0b1a0a14e9c6,unknown,1,,,,,,,phishing,,,,,,,,
0x0cfdc4a2c05b1ff5fce36d1c1982d8666d7a9813,unknown,1,,,,,,,phishing,,,,,,,,
0x0d202934db48341adfe26812a1d8731383b065b3,unknown,1,,,,,,,phishing,,,,,,,,
0x0d3832c74ed42b084806bf23fccbf3193cc596af,unknown,1,,,,,,,phishing,,,,,,,,
0x0d4f74c538613ed6e6c8c1bc8896ecfd45f5ef23,wash,2,,,,,,,ponzi,,,,,,,,
0x0d502f90c0a740b9c069ddec1c436d483ed7ab8e,unknown,1,,,,,,,phishing,,,,,,,,
0x0d6e198892a124fde9956d581b193832e3a8f583,unknown,-1,,,,,,,high_value_outlier,,,,,,,,
0x0d87ca679a7ab95598b34eb54dafc356b0373388,unknown,2,,,,,,,ponzi,,,,,,,,
0x0d9786138578fcdcce04435592545ef08422d755,phishing,1,,,,,,,phishing,,,,,,,,
0x0d979f9ffdd579d67c29531cccba568d2172d0b0,unknown,1,,,,,,,phishing,,,,,,,,
0x0d9dacef694563ee0888e2751bf2349ac1b6270e,unknown,1,,,,,,,phishing,,,,,,,,
0x0dac7a548551dd2e0f7293005f14f9261d7e0196,unknown,-1,,,,,,,high_value_outlier,,,,,,,,
0x0db49185aae1f8f4b95ebd5323c1fa3822d4fde8,unknown,1,,,,,,,phishing,,,,,,,,
0x0dc04198cd942b55a7d63f5c3891122b6fa277ea,unknown,0,,,,,,,rug_pull,,,,,,,,
0x0dcc89f3091d3ef66e00fb595ed0fafef4434192,unknown,1,,,,,,,phishing,,,,,,,,
0x0dcfe28d5ff99290dad01b592bd46e1de8c5bbf0,unknown,1,,,,,,,phishing,,,,,,,,
0x0dea8a35f4e39cdf65d3cc11f10612e9e0278b60,"phishing,wash",1,,,,,,,phishing,,,,,,,,
0x0e04298d9eaffaf538fe04b4cd525b6d1b64c3ca,unknown,1,,,,,,,phishing,,,,,,,,
0x0e0ba79cb92e07555ef7a3fe9e18ba33dd0b6d29,unknown,1,,,,,,,phishing,,,,,,,,
0x0e2fa227599b1701ceeecfbf0c92d8d23b2f493e,unknown,1,,,,,,,phishing,,,,,,,,
0x0e42f55da7ade5673130e23232cec6094d34087c,unknown,1,,,,,,,phishing,,,,,,,,
0x0e50fac3b2eaee7ba87b6d644b6c03e946b19f8d,unknown,1,,,,,,,phishing,,,,,,,,
0x0e783fdcfd5f3f1afbb11062315456bd16fee122,unknown,1,,,,,,,phishing,,,,,,,,
0x0e9e90ed10c6f1714bf87307d95b604288c5d4c5,unknown,1,,,,,,,phishing,,,,,,,,
0x0eab14a501a8125387b0c1e2bd13a217cee45eba,unknown,1,,,,,,,phishing,,,,,,,,
0x0ec0e48673e4901c3a28ade2540420f68996e79e,unknown,1,,,,,,,phishing,,,,,,,,
0x0ed78cca6cdfa68e08b85c463f29dd8741ff06ad,unknown,-1,,,,,,,high_value_outlier,,,,,,,,
0x0eea73bc675d3012d3d602bd03cbf51a4b64eaee,unknown,1,,,,,,,phishing,,,,,,,,
0x0eee28fc966585b5848f9d65980cb1621f9b3f8a,unknown,1,,,,,,,phishing,,,,,,,,
0x0ef2724a6d8be9f72f3d35b62e1e8a37ceaf721e,unknown,1,,,,,,,phishing,,,,,,,,
0x0f11fa4142a73e2a1583f0073ab942ceb73456d8,unknown,1,,,,,,,phishing,,,,,,,,
0x0f23430d929f24b86cb3bf375b94d96361d0420a,unknown,1,,,,,,,phishing,,,,,,,,
0x0f4cf489c65f5001843c525e1f374768dcad9b99,unknown,1,,,,,,,phishing,,,,,,,,
0x0f7a4c36b5ee28e581504e8dfa62fa83a11ca7a9,unknown,2,,,,,,,ponzi,,,,,,,,
0x0f89b38968065a571eeaf34dd6bf2093fb55c20f,unknown,1,,,,,,,phishing,,,,,,,,
0x0fa23b1b4dd646a3a55fb5e4c5eeab24d42edab0,unknown,1,,,,,,,phishing,,,,,,,,
0x101c55c14bbde713d4c718b67256133bac8126c6,unknown,1,,,,,,,phishing,,,,,,,,
0x1036bc312f0279b5889bce88d09a100d411c0abb,unknown,1,,,,,,,phishing,,,,,,,,
0x1038945a8acf315ffc97d54d3b4b72f3ed2fe2bb,unknown,1,,,,,,,phishing,,,,,,,,
0x1056d8d9ebb0e0d8710a0e2a1852d4a09d56464a,unknown,1,,,,,,,phishing,,,,,,,,
0x1086feeb031e45e8fcd770662aa8302d7c23ba1f,"phishing,wash",-1,,,,,,,high_value_outlier,,,,,,,,
0x10c44ab858b90e09c725158906f71833ff417acc,unknown,1,,,,,,,phishing,,,,,,,,
0x11608c87d514d55e28eb94984bdbacd3fd38b182,unknown,1,,,,,,,phishing,,,,,,,,
0x1161acf9a61b8cd951f5364e897c586883a1fe76,unknown,1,,,,,,,phishing,,,,,,,,
0x1164b5b85af48f92f35a7b3043300a91ae8d0b48,unknown,1,,,,,,,phishing,,,,,,,,
0x116574a18659f0063150e0064e4ea00349a1492c,unknown,0,,,,,,,rug_pull,,,,,,,,
0x117262defa4ece46a009e5e883d7c6f9d2d69b89,unknown,-1,,,,,,,high_value_outlier,,,,,,,,
0x11775a106157a283873a81e8ec58394b8d568e06,unknown,1,,,,,,,phishing,,,,,,,,
0x1177d4f07c6ef70f51cf23493c66e713f7acccda,unknown,1,,,,,,,phishing,,,,,,,,
0x118db57c34621acd0a91f02c8c18cd1a3ad7c213,unknown,1,,,,,,,phishing,,,,,,,,
0x119240ef17333e8dcb19a0dd4f5fc848981b0ff4,unknown,1,,,,,,,phishing,,,,,,,,
0x11c058c3efbf53939fb6872b09a2b5cf2410a1e2c3f3c867664e43a626d878c0,unknown,1,,,,,,,phishing,,,,,,,,
0x122c7f492c51c247e293b0f996fa63de61474959,unknown,1,,,,,,,phishing,,,,,,,,
0x124c0c9a23e1c4c04b10cc1eda4934f9818c7ec6,unknown,1,,,,,,,phishing,,,,,,,,
0x12736c6b02381c3c50e41db3a69d7bb651a77d57,unknown,0,,,,,,,rug_pull,,,,,,,,
0x12923d0c9f066722e9a9dba57eabdad664ff9c5b,unknown,1,,,,,,,phishing,,,,,,,,
0x12a1ccf979d65333e8e27ede047b476736b584a6,unknown,-1,,,,,,,high_value_outlier,,,,,,,,
0x13369b4654cb11d0d3b31abff0a2d74a78485ac6,unknown,1,,,,,,,phishing,,,,,,,,
0x13403162ef6cf6219441667ae22892c997262611,unknown,1,,,,,,,phishing,,,,,,,,
0x135a24a24e524de187efab379fc655061a67cbd5,unknown,1,,,,,,,phishing,,,,,,,,
0x1363077895b20ae90f80794ce4e575559517d033,phishing,1,,,,,,,phishing,,,,,,,,
0x13afabf464f7d3e6c7cf0e685181d9da3935e01e,wash,2,,,,,,,ponzi,,,,,,,,
0x13b56f970b8982b1b4a76982876086ecad4756da,unknown,1,,,,,,,phishing,,,,,,,,
0x14258a5ddcad7001e8ac89b539df7e0f08a34500,unknown,1,,,,,,,phishing,,,,,,,,
0x143494359bbacc878308075c1c9fa05fcda96651,unknown,1,,,,,,,phishing,,,,,,,,
0x1447b1cb205158d98fdbd312b37ed9dd1481fb62,unknown,1,,,,,,,phishing,,,,,,,,
0x1494403137159bb0dc545d11963fdf797ea1ecab,unknown,1,,,,,,,phishing,,,,,,,,
0x14a11e2ef83895918da176165e33025e02e472de,unknown,1,,,,,,,phishing,,,,,,,,
0x14b7716c688875bcf54d5ff47cad4fca6b3834fa,unknown,1,,,,,,,phishing,,,,,,,,
0x14d3cb89bfb1513cfae386d9d6ff447753fd04a5,unknown,1,,,,,,,phishing,,,,,,,,
0x14e9e1f1320ff0286c5e9b23fcfb70b711ce892e,unknown,1,,,,,,,phishing,,,,,,,,
0x15577e328dd6e17b7721c9ca4d00610d3ce3762f,unknown,-1,,,,,,,high_value_outlier,,,,,,,,
0x155ea3c47d523ea150b2fb33ecaedc4928e0f2db,unknown,1,,,,,,,phishing,,,,,,,,
0x15847dcd428033c2cc2cb70edf2cbd6c84afc146,unknown,2,,,,,,,ponzi,,,,,,,,
0x1597d86b81166cf78bb56ac4cab48ef81f203d23,unknown,1,,,,,,,phishing,,,,,,,,
0x159ccffb293a06aafaec1b254a00522a2bc40639,unknown,1,,,,,,,phishing,,,,,,,,
0x15a99893dc47bfae5b06e9b4c8941aaca60f8af5,unknown,1,,,,,,,phishing,,,,,,,,
0x15b4e32d5026a5a9ad3b68becadceb00b4eb9729,unknown,1,,,,,,,phishing,,,,,,,,
0x15d16a2073735251e663d96e3647f68e571bcbd3,unknown,1,,,,,,,phishing,,,,,,,,
0x15f4a5d5bbc071fc20bd60b9b7d81aaa8a1142ab,unknown,-1,,,,,,,high_value_outlier,,,,,,,,
0x16112015d50fac2d084e096feea0863800517f94,unknown,1,,,,,,,phishing,,,,,,,,
0x166ee9bd9119cd8e4e9a7fb27518fce3218f6caf,unknown,1,,,,,,,phishing,,,,,,,,
0x16881a3b5bd0f6b2f8c547dcf9bd74442eaddcf9,unknown,1,,,,,,,phishing,,,,,,,,
0x1691b2f9986598e12c57aba5be50ebd5346247e0,unknown,1,,,,,,,phishing,,,,,,,,
0x169b6c7ed548e45ba9d87b2d32ff27e2d00051ef,unknown,-1,,,,,,,high_value_outlier,,,,,,,,
0x16b9c4333559256ca7d87b28c6fb2e8415b4711f,unknown,1,,,,,,,phishing,,,,,,,,
0x16c26eb6051fe13273c634cb6df70a26befa9ec3,unknown,1,,,,,,,phishing,,,,,,,,
0x1707bc69d91f86a6000d318e85d07b00747152fe,unknown,1,,,,,,,phishing,,,,,,,,
0x1708a04876fec1ca8a482e72afb340c362d3ec20,unknown,1,,,,,,,phishing,,,,,,,,
0x1754cebea65afe5cfe90ee7d393adce1568d2ba4,unknown,1,,,,,,,phishing,,,,,,,,
0x175e0d5f3757b066a6f0cf7634b45f3085cb490b,unknown,2,,,,,,,ponzi,,,,,,,,
0x175f6dbf87215a6da7107977b4680bc3db31b2de,unknown,1,,,,,,,phishing,,,,,,,,
0x17897c5c38362d8f620e70fee0adba109af5db2d,phishing,1,,,,,,,phishing,,,,,,,,
0x17935dffbc228397d2f5a67061867804cecacae8,unknown,1,,,,,,,phishing,,,,,,,,
0x17980b9ff9b318c93263ed52d19f3ca7ad24ed9a,unknown,1,,,,,,,phishing,,,,,,,,
0x17bd6f815fb71a77dc20e12177c4d763a3f67632,unknown,1,,,,,,,phishing,,,,,,,,
0x181c71726f12ce2514e8b93019eb22645a79f966,unknown,-1,36,23,1,True,0x4afa92,0xfec633,high_value_outlier,rug_pull,,,,"interacts_with_contract=True, tx_count=36 → rug_pull candidate",medium,auto-rule,
0x18341b373c795736c09bef6bef09bcecba4d27ff,unknown,1,,,,,,,phishing,,,,,,,,
0x18345118bd04c405b4d74941563a21b5a2bf06b7,unknown,-1,,,,,,,high_value_outlier,,,,,,,,
0x18365a89e092ccc31d2a49ab5cb697564ec81bcf,unknown,1,,,,,,,phishing,,,,,,,,
0x1847b35a3444edbede05b52a378d45e13eea54c4,unknown,1,,,,,,,phishing,,,,,,,,
0x18502a1f6ccd21ae49d932783d2814cca62591d9,unknown,1,,,,,,,phishing,,,,,,,,
0x186006fa03374f548c35a7c2a712b35e40833f7e,unknown,1,,,,,,,phishing,,,,,,,,
0x1865bf39ec9712f5f3d57cf423495c318939ab3e,unknown,1,,,,,,,phishing,,,,,,,,
0x1890d4a49faf31088e5ede045e3a985c82b21f11,unknown,1,,,,,,,phishing,,,,,,,,
0x18b139f86407b1a834da4258f01121ae9f8d06f5,unknown,1,,,,,,,phishing,,,,,,,,
0x18bff0b35d63b6e19775d3fbbb5a9fa9d7288a74,unknown,1,,,,,,,phishing,,,,,,,,
0x18e81898ac31a43850fb8d0224477349de6d8d9a,unknown,2,,,,,,,ponzi,,,,,,,,
0x18ec1d727320cbed7c0c63cd655ade997b292c5e,unknown,1,,,,,,,phishing,,,,,,,,
0x18f3489d959fd0e3fac366646e08f9aeabea4d75,unknown,1,,,,,,,phishing,,,,,,,,
0x1901d590f5ddbe8d58c69b324c13f884ca1d0b31,unknown,1,,,,,,,phishing,,,,,,,,
0x196333b00abf440c044b7164868cd5a4682e0276,unknown,1,,,,,,,phishing,,,,,,,,
0x197f986c640aedfd3ce94553c61ece11937bc2bb,unknown,1,,,,,,,phishing,,,,,,,,
0x1982b0e96a0375e5b570e8e466d423a37af34b43,unknown,0,0,0,0,False,,,rug_pull,,,,,,,,
0x199eee5b6ca1aaf030c77f0b5c50e39908fd2072,unknown,1,,,,,,,phishing,,,,,,,,
0x19b619237de51af8e1cbd989cd4e01e7299df4de,unknown,1,,,,,,,phishing,,,,,,,,
0x19bfd8a539ca899983b30e1d1c3370ac03d6b7ab,unknown,1,,,,,,,phishing,,,,,,,,
0x19fb7020381fe9197bf841d5034d5467fe5a3c93,unknown,2,,,,,,,ponzi,,,,,,,,
0x1a11585b374d5827f44e117e07941a8728a5f342,unknown,1,,,,,,,phishing,,,,,,,,
0x1a2c53d132ff8a6e26f6b32c0abdc179b94f0721,unknown,0,,,,,,,rug_pull,,,,,,,,
0x1a64baf4d961b87b6a99d1ee99361248dc1f7dbb,unknown,1,,,,,,,phishing,,,,,,,,
0x1a8479634ba4f57533b48719f9d2b20c5fcdfa9d,unknown,1,,,,,,,phishing,,,,,,,,
0x1abc65765fd0df7d997635ebe3027384bcf7923e,unknown,-1,,,,,,,high_value_outlier,,,,,,,,
0x1ae807d7645da9f7f65a3c4a7a8deaa08bf9efa4,unknown,1,,,,,,,phishing,,,,,,,,
0x1aef1e14108786e0b049f37758529d866cc3c7e6,unknown,1,,,,,,,phishing,,,,,,,,
0x1b150b01dd61d54847a1c538ab9fe6f1639cacbc,unknown,-1,,,,,,,high_value_outlier,,,,,,,,
0x1b2f4abac29e739d8eb439a3f7fdef571f1d0e69,unknown,1,,,,,,,phishing,,,,,,,,
0x1b42bf30cd988ad20500ce47cce52098576ec2a2,unknown,1,,,,,,,phishing,,,,,,,,
0x1b6b664b91081b34ca8c7cdf22618e6a547d7947,unknown,1,,,,,,,phishing,,,,,,,,
0x1b76d77499125f2b05779b78a8a642cecdc069ec,unknown,1,,,,,,,phishing,,,,,,,,
0x1b7bdc46fb5d65c6d688bfadcfb7d3a434413956,unknown,1,,,,,,,phishing,,,,,,,,
0x1b858871c8fdc0c782f60b350eecc58d82c216c1,unknown,1,,,,,,,phishing,,,,,,,,
